dataset_id,method_id,cell_type,spots,undirected_edges,mean_neighbor_absolute_difference,median_neighbor_absolute_difference,morans_i_knn,interpretation
gse205055_shapemix_mouse_embryo_e13_50um_v1,nnls,Peripheral/sensory/motor neural,2500,8298,0.12507444760319816,0.0126915581352095,0.17215023957977982,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_length,Inhibitory neurons,2500,8398,0.10485890451435716,0.08191111452129406,0.20774598147114648,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_length,Excitatory neurons,2500,8398,0.04986109102656508,0.03325817031794705,0.26321726167237497,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_length,Astrocytes,2500,8398,0.1595795330326596,0.11868880318039723,0.08176381902008655,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_length,Oligodendrocytes,2500,8398,0.12365858365790236,0.09165291628869736,0.3181155043815901,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_length,OPCs,2500,8398,0.06081679766742795,0.04522268477202465,0.04401761669384432,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_length,Microglia,2500,8398,0.1058854300338302,0.07990788658541916,0.07260108132495238,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_count_only,Inhibitory neurons,2500,8398,0.10682638257434926,0.08598628971984361,0.23717484319521281,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_count_only,Excitatory neurons,2500,8398,0.049610768354825543,0.03338376242132375,0.2853350597483552,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_count_only,Astrocytes,2500,8398,0.1553786858839676,0.11577203890275276,0.07978402971536143,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_count_only,Oligodendrocytes,2500,8398,0.12085315139860361,0.08811552399611684,0.3214918683557556,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_count_only,OPCs,2500,8398,0.06050499360532455,0.044800940844717696,0.04569016661871573,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,shapemix_count_only,Microglia,2500,8398,0.10450409355696345,0.07840648159791291,0.07283140277498117,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,nnls,Inhibitory neurons,2500,8398,0.1536844099936731,0.04894654052752656,0.24657150195985408,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,nnls,Excitatory neurons,2500,8398,0.006511293724033078,0.0,0.044508488331292256,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,nnls,Astrocytes,2500,8398,0.06003220999597506,0.0,0.09603291162861194,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,nnls,Oligodendrocytes,2500,8398,0.06315766686440598,0.0,0.20664573469004735,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,nnls,OPCs,2500,8398,0.006691277974143441,0.0,0.0030655378210761083,descriptive_no_spatial_prior
gse205055_shapemix_human_hippocampus_50um_v1,nnls,Microglia,2500,8398,0.0500963414932654,0.0,0.14748651070043126,descriptive_no_spatial_prior
